key,pubkey,seen_count,first_seen_unix,last_seen_unix,severity,classification,action,pool,role,dex
Eio6hAieGTAmKgfvbEfbnXke6o5kfEd74tqHm2Z9SFjf:Eio6hAieGTAmKgfvbEfbnXke6o5kfEd74tqHm2Z9SFjf:pool:live_state_stale,Eio6hAieGTAmKgfvbEfbnXke6o5kfEd74tqHm2Z9SFjf,1,1781355777,1781355777,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,Eio6hAieGTAmKgfvbEfbnXke6o5kfEd74tqHm2Z9SFjf,pool,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
Enc6rB84ZwGxZU8aqAF41dRJxg3yesiJgD7uJFVhMraM::unknown:expected_readonly_pda_authority,Enc6rB84ZwGxZU8aqAF41dRJxg3yesiJgD7uJFVhMraM,55,1781354613,1781356816,info,expected_readonly_pda_authority,ignore_not_found_do_not_fetch,,unknown,unknown
ExcBWu8fGPdJiaF1b1z3iEef38sjQJks8xvj6M85pPY6:ExcBWu8fGPdJiaF1b1z3iEef38sjQJks8xvj6M85pPY6:pool:live_state_stale,ExcBWu8fGPdJiaF1b1z3iEef38sjQJks8xvj6M85pPY6,4,1781355457,1781356800,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,ExcBWu8fGPdJiaF1b1z3iEef38sjQJks8xvj6M85pPY6,pool,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
F2KCaXcp7AoQtxTDvNEDCyMyWjSCAMWNzcyN9dsPfPs5:2YR8bXXn4tTnq8nVjvpYnBiQ7ZKjN3G16wxE8ShL3KaB:tokenAccountB:live_state_stale,F2KCaXcp7AoQtxTDvNEDCyMyWjSCAMWNzcyN9dsPfPs5,39,1781354154,1781357006,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,2YR8bXXn4tTnq8nVjvpYnBiQ7ZKjN3G16wxE8ShL3KaB,tokenAccountB,ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA
FCBauqNLbEBUci1v3NT4gWyFZXS4YUGnX7ZsPmWVzrvV:22HUWiJaTNph96KQTKZVy2wg8KzfCems5nyW7E5H5J6w:tokenAccountA:live_state_stale,FCBauqNLbEBUci1v3NT4gWyFZXS4YUGnX7ZsPmWVzrvV,1,1781356142,1781356142,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,22HUWiJaTNph96KQTKZVy2wg8KzfCems5nyW7E5H5J6w,tokenAccountA,HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq
FGQoLafigpyVb7mLa6pvsDDpDaEE3JetrzQoAggTo3n7:8sjV1AqBFvFuADBCQHhotaRq5DFFYSjjg1jMyVWMqXvZ:tokenAccountB:live_state_stale,FGQoLafigpyVb7mLa6pvsDDpDaEE3JetrzQoAggTo3n7,16,1781354165,1781356800,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,8sjV1AqBFvFuADBCQHhotaRq5DFFYSjjg1jMyVWMqXvZ,tokenAccountB,MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms
FLckHLGMJy5gEoXWwcE68Nprde1D4araK4TGLw4pQq2n:FLckHLGMJy5gEoXWwcE68Nprde1D4araK4TGLw4pQq2n:pool:live_state_stale,FLckHLGMJy5gEoXWwcE68Nprde1D4araK4TGLw4pQq2n,22,1781354218,1781356816,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,FLckHLGMJy5gEoXWwcE68Nprde1D4araK4TGLw4pQq2n,pool,TessVdML9pBGgG9yGks7o4HewRaXVAMuoVj4x83GLQH
FmxEcnf9dKppesnEMD8AGK1Y2mbosz5w4An4frtcHVwK::unknown:live_state_stale,FmxEcnf9dKppesnEMD8AGK1Y2mbosz5w4An4frtcHVwK,1,1781355777,1781355777,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
FmxXDSR9WvpJTCh738D1LEDuhMoA8geCtZgHb3isy7Dp:2Q6S8p9iZNzMvpTemiC56HqCJ3F3szNoyRkvqEKfCanY:globalFeeAccount:normal,FmxXDSR9WvpJTCh738D1LEDuhMoA8geCtZgHb3isy7Dp,11,1781354230,1781356142,needs_manual_static_or_synthetic,normal,none,2Q6S8p9iZNzMvpTemiC56HqCJ3F3szNoyRkvqEKfCanY,globalFeeAccount,SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF
FoRh1GNFBLeym2QPGDo2bvi1MdWXVhqRPMkCrwJQzfD5::unknown:live_state_stale,FoRh1GNFBLeym2QPGDo2bvi1MdWXVhqRPMkCrwJQzfD5,14,1781354154,1781355376,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
FpCMFDFGYotvufJ7HrFHsWEiiQCGbkLCtwHiDnh7o28Q:FpCMFDFGYotvufJ7HrFHsWEiiQCGbkLCtwHiDnh7o28Q:pool:live_state_stale,FpCMFDFGYotvufJ7HrFHsWEiiQCGbkLCtwHiDnh7o28Q,5,1781355237,1781355615,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,FpCMFDFGYotvufJ7HrFHsWEiiQCGbkLCtwHiDnh7o28Q,pool,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
FsRXoxiWLnVzvMBbu3GpoBeWXf8Nqp36vM15J4t1iYpD::unknown:live_state_stale,FsRXoxiWLnVzvMBbu3GpoBeWXf8Nqp36vM15J4t1iYpD,1,1781356224,1781356224,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
FwBwAoMueEcnRTgLm825wGSKtQtoobUBUM5x75VzWQWC:283tAkQVKT89svN1jCZbHyMsrzRwwYBRuTPrT2y5Ldtj:tokenAccountB:normal,FwBwAoMueEcnRTgLm825wGSKtQtoobUBUM5x75VzWQWC,1,1781354507,1781354507,needs_grpc_live_state,normal,none,283tAkQVKT89svN1jCZbHyMsrzRwwYBRuTPrT2y5Ldtj,tokenAccountB,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
FwxwM23qYD8qNR6LRVFSUX7eDfeFF3xK9NbpSmRCQy8f:FwxwM23qYD8qNR6LRVFSUX7eDfeFF3xK9NbpSmRCQy8f:pool:live_state_stale,FwxwM23qYD8qNR6LRVFSUX7eDfeFF3xK9NbpSmRCQy8f,69,1781354291,1781356923,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,FwxwM23qYD8qNR6LRVFSUX7eDfeFF3xK9NbpSmRCQy8f,pool,TessVdML9pBGgG9yGks7o4HewRaXVAMuoVj4x83GLQH
GF8SKKobum6UJnhX2mLHePU38htg5vdr9zcY4jH8Pqs2:Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm:tokenAccountA:live_state_stale,GF8SKKobum6UJnhX2mLHePU38htg5vdr9zcY4jH8Pqs2,19,1781354157,1781356730,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm,tokenAccountA,ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA
GUFHzq2kxLpcx35vVBzR5a6owJ5Qqo5U8FXVA4JJKqV7:HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX:tokenAccountA:normal,GUFHzq2kxLpcx35vVBzR5a6owJ5Qqo5U8FXVA4JJKqV7,4,1781354300,1781354655,needs_grpc_live_state,normal,none,HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX,tokenAccountA,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
GYqHjuDzTiw7i52Xv1qohDE6eJr6eSZpsrBVikGZyaFV:GYqHjuDzTiw7i52Xv1qohDE6eJr6eSZpsrBVikGZyaFV:pool:live_state_stale,GYqHjuDzTiw7i52Xv1qohDE6eJr6eSZpsrBVikGZyaFV,1,1781355777,1781355777,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,GYqHjuDzTiw7i52Xv1qohDE6eJr6eSZpsrBVikGZyaFV,pool,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
GhFfLFSprPpfoRaWakPMmJTMJBHuz6C694jYwxy2dAic:65ZHSArs5XxPseKQbB1B4r16vDxMWnCxHMzogDAqiDUc:tokenAccountB:live_state_stale,GhFfLFSprPpfoRaWakPMmJTMJBHuz6C694jYwxy2dAic,10,1781354225,1781356201,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,65ZHSArs5XxPseKQbB1B4r16vDxMWnCxHMzogDAqiDUc,tokenAccountB,SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF
GswwnegnBMWEuEsptDCBDmRB9YtG5zjetTSw7RunUQMY::unknown:normal,GswwnegnBMWEuEsptDCBDmRB9YtG5zjetTSw7RunUQMY,2,1781356730,1781356731,needs_manual_check,normal,none,,unknown,unknown
H18xqLYd5uEenmiFKoXkgrTvyhnLgJMPT8sSvdZPpi3p::unknown:live_state_stale,H18xqLYd5uEenmiFKoXkgrTvyhnLgJMPT8sSvdZPpi3p,2,1781354382,1781354383,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
H4n71gyZ1GyeDyAYWCKK8JSapbQh1ex2b7BWhJRoRqtp:FS86ohSNYHW1B9vQDBVmeN68C5sBmhfCuK1ahE6HZs7:tokenAccountA:live_state_stale,H4n71gyZ1GyeDyAYWCKK8JSapbQh1ex2b7BWhJRoRqtp,1,1781355777,1781355777,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,FS86ohSNYHW1B9vQDBVmeN68C5sBmhfCuK1ahE6HZs7,tokenAccountA,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
H7j5NPopj3tQvDg4N8CxwtYciTn3e8AEV6wSVrxpyDUc:HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR:tokenAccountA:normal,H7j5NPopj3tQvDg4N8CxwtYciTn3e8AEV6wSVrxpyDUc,14,1781354154,1781355376,needs_grpc_live_state,normal,none,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,tokenAccountA,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HHSRKgSyAFVRsDdnV8k3LoxiLRZfSS7rgykfB3kvKpuq::unknown:live_state_stale,HHSRKgSyAFVRsDdnV8k3LoxiLRZfSS7rgykfB3kvKpuq,17,1781354301,1781356172,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
HKNY8zMrV6TxxtEcY2bZfScnT4pE8KPmR2nsxEodpUz9::unknown:live_state_stale,HKNY8zMrV6TxxtEcY2bZfScnT4pE8KPmR2nsxEodpUz9,1,1781355515,1781355515,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz:58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2:tokenAccountB:live_state_stale,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,1,1781354250,1781354250,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2,tokenAccountB,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR:HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR:pool:live_state_stale,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,14,1781354154,1781355376,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,pool,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HZ5JFB1ZoZs6NQLr7bb4MMEXDgty4Vs1ZghoyX35mNnV:DbuvwPuLvH8uy2B1sKuu18aCd2QpCvfZdfDtdRZztBd2:tokenAccountA:normal,HZ5JFB1ZoZs6NQLr7bb4MMEXDgty4Vs1ZghoyX35mNnV,4,1781355613,1781356816,needs_grpc_live_state,normal,none,DbuvwPuLvH8uy2B1sKuu18aCd2QpCvfZdfDtdRZztBd2,tokenAccountA,DEXYosS6oEGvk8uCDayvwEZz4qEyDJRf9nFgYCaqPMTm
Has2dQDkTXyzEm5HKCDyxHuCwPcPwf1PN6zQg7JKt9Xn:Has2dQDkTXyzEm5HKCDyxHuCwPcPwf1PN6zQg7JKt9Xn:pool:normal,Has2dQDkTXyzEm5HKCDyxHuCwPcPwf1PN6zQg7JKt9Xn,78,1781354109,1781356801,needs_grpc_live_state,normal,none,Has2dQDkTXyzEm5HKCDyxHuCwPcPwf1PN6zQg7JKt9Xn,pool,ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA
HbFACE7GxA7XP9PrwYBiR7ZvBbQh7fmUFcRJWrPDt51M:3C5YE97HADPDxZehYq9Cis8AXr9aNyrUsczKzE1nDbW9:tokenAccountB:live_state_stale,HbFACE7GxA7XP9PrwYBiR7ZvBbQh7fmUFcRJWrPDt51M,17,1781354301,1781356172,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,3C5YE97HADPDxZehYq9Cis8AXr9aNyrUsczKzE1nDbW9,tokenAccountB,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HbYjRzx7teCxqW3unpXBEcNHhfVZvW2vW9MQ99TkizWt:HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR:tokenAccountB:live_state_stale,HbYjRzx7teCxqW3unpXBEcNHhfVZvW2vW9MQ99TkizWt,13,1781354154,1781355376,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,HTvjzsfX3yU6BUodCjZ5vZkUrAxMDTrBs3CJaq43ashR,tokenAccountB,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX:HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX:pool:live_state_stale,HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX,5,1781354300,1781354655,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,HcCbiQqc55uHtP2MJu7BYdVPi9s4j45R4zXcwRmJgCXX,pool,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HgQRhiATjX9jTWh7QgLWnhCeR7PaBqoWVf4vSaL61YVv:v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc:tokenAccountA:live_state_stale,HgQRhiATjX9jTWh7QgLWnhCeR7PaBqoWVf4vSaL61YVv,1,1781354507,1781354507,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc,tokenAccountA,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
HjRw8yeBVUCGHMUWZzF83U4x82KwsrVwaeh6CYxtGBsQ::unknown:live_state_stale,HjRw8yeBVUCGHMUWZzF83U4x82KwsrVwaeh6CYxtGBsQ,2,1781356736,1781356736,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,,unknown,unknown
Hp5K2KWRoF2LXDsYQaoE18VheQKPrsLQ9dzNELzPULZb:71HuFmuYAFEFUna2x2R4HJjrFNQHGuagW3gUMFToL9tk:tokenAccountA:live_state_stale,Hp5K2KWRoF2LXDsYQaoE18VheQKPrsLQ9dzNELzPULZb,1,1781356237,1781356237,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,71HuFmuYAFEFUna2x2R4HJjrFNQHGuagW3gUMFToL9tk,tokenAccountA,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm:Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm:pool:normal,Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm,18,1781354232,1781356678,needs_grpc_live_state,normal,none,Pi9nzTjPxD8DsRfRBGfKYzmefJoJM8TcXu2jyaQjSHm,pool,ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA
bHHnvxhkzBebvqxpnzVaXSdQ1GdFeZFg8yi9YKgL7zE:DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ:tokenAccountB:normal,bHHnvxhkzBebvqxpnzVaXSdQ1GdFeZFg8yi9YKgL7zE,3,1781354438,1781354598,needs_grpc_live_state,normal,none,DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,tokenAccountB,HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq
pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn:Fkpc9nwCcRu2MKzLS4GkC3URmzCDpV8cMZgN1HZF6K2x:tokenmentA:normal,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,5,1781354225,1781356155,needs_manual_static_or_synthetic,normal,none,Fkpc9nwCcRu2MKzLS4GkC3URmzCDpV8cMZgN1HZF6K2x,tokenmentA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
qN8eqTR152tRtvu2zVQNkqDKR18mgVmYiDrv8RVU9ht:8tpmZEtYup1UEXNqaKoXWE5eiK7yqxh9cGfh76YeCtuC:tokenAccountA:live_state_stale,qN8eqTR152tRtvu2zVQNkqDKR18mgVmYiDrv8RVU9ht,7,1781354238,1781356142,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,8tpmZEtYup1UEXNqaKoXWE5eiK7yqxh9cGfh76YeCtuC,tokenAccountA,HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq
v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc:v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc:pool:live_state_stale,v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc,1,1781354507,1781354507,needs_grpc_live_state,live_state_stale,refresh_from_grpc_or_rpc_snapshot,v4D5b4knJ83WzErtDiugxChUZUfWxe2FtDLguarvgFc,pool,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
